ROTA;LOCALIDADE;REGIÃO;VALOR_UNITÁRIO
420601;Czech Republic - Mobile;LDIM;0,910000
420602;Czech Republic - Mobile;LDIM;0,910000
42079;Czech Republic - Mobile;LDIM;0,910000
4208;Czech Republic - Mobile;LDIM;0,910000
42090;Czech Republic - Mobile;LDIM;0,910000
42091;Czech Republic - Mobile;LDIM;0,910000
420603;Czech Republic - Mobile;LDIM;0,910000
420605;Czech Republic - Mobile;LDIM;0,910000
420607;Czech Republic - Mobile;LDIM;0,910000
420705;Czech Republic - Mobile;LDIM;0,910000
42073;Czech Republic - Mobile;LDIM;0,910000
42093;Czech Republic - Mobile;LDIM;0,910000
42096;Czech Republic - Mobile;LDIM;0,910000
420608;Czech Republic - Mobile;LDIM;0,910000
420702;Czech Republic - Mobile;LDIM;0,910000
420703;Czech Republic - Mobile;LDIM;0,910000
420704;Czech Republic - Mobile;LDIM;0,910000
42097;Czech Republic - Mobile;LDIM;0,910000
42098;Czech Republic - Mobile;LDIM;0,910000
42099;Czech Republic - Mobile;LDIM;0,910000
420604;Czech Republic - Mobile;LDIM;0,910000
420606;Czech Republic - Mobile;LDIM;0,910000
42072;Czech Republic - Mobile;LDIM;0,910000
42077;Czech Republic - Mobile;LDIM;0,910000
42092;Czech Republic - Mobile;LDIM;0,910000
42094;Czech Republic - Mobile;LDIM;0,910000
45;Denmark;LDIF;0,061000
4531;Denmark - Mobile;LDIM;1,104600
4537100;Denmark - Mobile;LDIM;1,104600
4542;Denmark - Mobile;LDIM;1,104600
4551;Denmark - Mobile;LDIM;1,104600
4566;Denmark - Mobile;LDIM;1,104600
4570;Denmark - Mobile;LDIM;1,104600
4592;Denmark - Mobile;LDIM;1,104600
4596;Denmark - Mobile;LDIM;1,104600
452;Denmark - Mobile;LDIM;1,104600
4553;Denmark - Mobile;LDIM;1,104600
4555;Denmark - Mobile;LDIM;1,104600
4557;Denmark - Mobile;LDIM;1,104600
4560;Denmark - Mobile;LDIM;1,104600
4597;Denmark - Mobile;LDIM;1,104600
4598;Denmark - Mobile;LDIM;1,104600
4599;Denmark - Mobile;LDIM;1,104600
4530;Denmark - Mobile;LDIM;1,104600
4532;Denmark - Mobile;LDIM;1,104600
4550;Denmark - Mobile;LDIM;1,104600
4552;Denmark - Mobile;LDIM;1,104600
4561;Denmark - Mobile;LDIM;1,104600
4569;Denmark - Mobile;LDIM;1,104600
4591;Denmark - Mobile;LDIM;1,104600
4593;Denmark - Mobile;LDIM;1,104600
4538;Denmark - Mobile;LDIM;1,104600
4539;Denmark - Mobile;LDIM;1,104600
4540;Denmark - Mobile;LDIM;1,104600
4541;Denmark - Mobile;LDIM;1,104600
4571;Denmark - Mobile;LDIM;1,104600
4578;Denmark - Mobile;LDIM;1,104600
4580;Denmark - Mobile;LDIM;1,104600
4581;Denmark - Mobile;LDIM;1,104600
4590;Denmark - Mobile;LDIM;1,104600
253;Djibouti;LDIF;6,000000
25380;Djibouti - Mobile;LDIM;4,710000
25382;Djibouti - Mobile;LDIM;4,710000
2536;Djibouti - Mobile;LDIM;4,710000
25381;Djibouti - Mobile;LDIM;4,710000
25383;Djibouti - Mobile;LDIM;4,710000
25384;Djibouti - Mobile;LDIM;4,710000
25385;Djibouti - Mobile;LDIM;4,710000
1767;Dominica;LDIF;0,687700
1767421;Dominica - Mobile;LDIM;1,639000
1767611;Dominica - Mobile;LDIM;1,639000
1767612;Dominica - Mobile;LDIM;1,639000
1767613;Dominica - Mobile;LDIM;1,639000
1767225;Dominica - Mobile;LDIM;1,639000
1767245;Dominica - Mobile;LDIM;1,639000
1767315;Dominica - Mobile;LDIM;1,639000
1767317;Dominica - Mobile;LDIM;1,639000
1767615;Dominica - Mobile;LDIM;1,639000
1767617;Dominica - Mobile;LDIM;1,639000
1767275;Dominica - Mobile;LDIM;1,639000
1767276;Dominica - Mobile;LDIM;1,639000
1767277;Dominica - Mobile;LDIM;1,639000
1767285;Dominica - Mobile;LDIM;1,639000
1767295;Dominica - Mobile;LDIM;1,639000
1767235;Dominica - Mobile;LDIM;1,639000
1767265;Dominica - Mobile;LDIM;1,639000
1767316;Dominica - Mobile;LDIM;1,639000
1767420;Dominica - Mobile;LDIM;1,639000
1767614;Dominica - Mobile;LDIM;1,639000
1767616;Dominica - Mobile;LDIM;1,639000
1809;Dominican Rep.;LDIF;0,687700
1829;Dominican Rep.;LDIF;0,687700
1849;Dominican Rep.;LDIF;0,687700
1809207;Dominican Rep. - Mobile;LDIM;1,639000
1809208;Dominican Rep. - Mobile;LDIM;1,639000
1809209;Dominican Rep. - Mobile;LDIM;1,639000
1809210;Dominican Rep. - Mobile;LDIM;1,639000
1809228;Dominican Rep. - Mobile;LDIM;1,639000
1809229;Dominican Rep. - Mobile;LDIM;1,639000
1809230;Dominican Rep. - Mobile;LDIM;1,639000
1809232;Dominican Rep. - Mobile;LDIM;1,639000
1809260;Dominican Rep. - Mobile;LDIM;1,639000
1809264;Dominican Rep. - Mobile;LDIM;1,639000
1809265;Dominican Rep. - Mobile;LDIM;1,639000
1809267;Dominican Rep. - Mobile;LDIM;1,639000
1809298;Dominican Rep. - Mobile;LDIM;1,639000
1809299;Dominican Rep. - Mobile;LDIM;1,639000
1809301;Dominican Rep. - Mobile;LDIM;1,639000
1809302;Dominican Rep. - Mobile;LDIM;1,639000
1809316;Dominican Rep. - Mobile;LDIM;1,639000
1809317;Dominican Rep. - Mobile;LDIM;1,639000
1809318;Dominican Rep. - Mobile;LDIM;1,639000
1809319;Dominican Rep. - Mobile;LDIM;1,639000
1809321;Dominican Rep. - Mobile;LDIM;1,639000
1809345;Dominican Rep. - Mobile;LDIM;1,639000
1809348;Dominican Rep. - Mobile;LDIM;1,639000
1809350;Dominican Rep. - Mobile;LDIM;1,639000
1809354;Dominican Rep. - Mobile;LDIM;1,639000
1809386;Dominican Rep. - Mobile;LDIM;1,639000
1809387;Dominican Rep. - Mobile;LDIM;1,639000
1809389;Dominican Rep. - Mobile;LDIM;1,639000
1809390;Dominican Rep. - Mobile;LDIM;1,639000
1809419;Dominican Rep. - Mobile;LDIM;1,639000
1809420;Dominican Rep. - Mobile;LDIM;1,639000
1809421;Dominican Rep. - Mobile;LDIM;1,639000
1809423;Dominican Rep. - Mobile;LDIM;1,639000
1809439;Dominican Rep. - Mobile;LDIM;1,639000
180944;Dominican Rep. - Mobile;LDIM;1,639000
1809440;Dominican Rep. - Mobile;LDIM;1,639000
1809441;Dominican Rep. - Mobile;LDIM;1,639000
1809457;Dominican Rep. - Mobile;LDIM;1,639000
1809458;Dominican Rep. - Mobile;LDIM;1,639000
1809459;Dominican Rep. - Mobile;LDIM;1,639000
1809460;Dominican Rep. - Mobile;LDIM;1,639000
1809486;Dominican Rep. - Mobile;LDIM;1,639000
1809488;Dominican Rep. - Mobile;LDIM;1,639000
1809489;Dominican Rep. - Mobile;LDIM;1,639000
180949;Dominican Rep. - Mobile;LDIM;1,639000
1809503;Dominican Rep. - Mobile;LDIM;1,639000
1809504;Dominican Rep. - Mobile;LDIM;1,639000
1809505;Dominican Rep. - Mobile;LDIM;1,639000
1809506;Dominican Rep. - Mobile;LDIM;1,639000
1809507;Dominican Rep. - Mobile;LDIM;1,639000
1809545;Dominican Rep. - Mobile;LDIM;1,639000
1809546;Dominican Rep. - Mobile;LDIM;1,639000
1809601;Dominican Rep. - Mobile;LDIM;1,639000
1809602;Dominican Rep. - Mobile;LDIM;1,639000
1809618;Dominican Rep. - Mobile;LDIM;1,639000
1809619;Dominican Rep. - Mobile;LDIM;1,639000
1809624;Dominican Rep. - Mobile;LDIM;1,639000
1809627;Dominican Rep. - Mobile;LDIM;1,639000
1809642;Dominican Rep. - Mobile;LDIM;1,639000
1809643;Dominican Rep. - Mobile;LDIM;1,639000
1809644;Dominican Rep. - Mobile;LDIM;1,639000
1809645;Dominican Rep. - Mobile;LDIM;1,639000
1809659;Dominican Rep. - Mobile;LDIM;1,639000
1809660;Dominican Rep. - Mobile;LDIM;1,639000
1809670;Dominican Rep. - Mobile;LDIM;1,639000
1809671;Dominican Rep. - Mobile;LDIM;1,639000
1809703;Dominican Rep. - Mobile;LDIM;1,639000
1809704;Dominican Rep. - Mobile;LDIM;1,639000
1809705;Dominican Rep. - Mobile;LDIM;1,639000
1809706;Dominican Rep. - Mobile;LDIM;1,639000
1809729;Dominican Rep. - Mobile;LDIM;1,639000
1809742;Dominican Rep. - Mobile;LDIM;1,639000
1809743;Dominican Rep. - Mobile;LDIM;1,639000
1809747;Dominican Rep. - Mobile;LDIM;1,639000
1809762;Dominican Rep. - Mobile;LDIM;1,639000
1809763;Dominican Rep. - Mobile;LDIM;1,639000
1809764;Dominican Rep. - Mobile;LDIM;1,639000
1809765;Dominican Rep. - Mobile;LDIM;1,639000
1809767;Dominican Rep. - Mobile;LDIM;1,639000
1809781;Dominican Rep. - Mobile;LDIM;1,639000
1809782;Dominican Rep. - Mobile;LDIM;1,639000
1809783;Dominican Rep. - Mobile;LDIM;1,639000
1809785;Dominican Rep. - Mobile;LDIM;1,639000
1809814;Dominican Rep. - Mobile;LDIM;1,639000
1809815;Dominican Rep. - Mobile;LDIM;1,639000
1809816;Dominican Rep. - Mobile;LDIM;1,639000
1809817;Dominican Rep. - Mobile;LDIM;1,639000
1809839;Dominican Rep. - Mobile;LDIM;1,639000
180984;Dominican Rep. - Mobile;LDIM;1,639000
1809850;Dominican Rep. - Mobile;LDIM;1,639000
1809851;Dominican Rep. - Mobile;LDIM;1,639000
1809852;Dominican Rep. - Mobile;LDIM;1,639000
1809878;Dominican Rep. - Mobile;LDIM;1,639000
1809879;Dominican Rep. - Mobile;LDIM;1,639000
1809880;Dominican Rep. - Mobile;LDIM;1,639000
1809881;Dominican Rep. - Mobile;LDIM;1,639000
1809903;Dominican Rep. - Mobile;LDIM;1,639000
1809904;Dominican Rep. - Mobile;LDIM;1,639000
1809905;Dominican Rep. - Mobile;LDIM;1,639000
1809906;Dominican Rep. - Mobile;LDIM;1,639000
1809928;Dominican Rep. - Mobile;LDIM;1,639000
1809929;Dominican Rep. - Mobile;LDIM;1,639000
1809931;Dominican Rep. - Mobile;LDIM;1,639000
1809932;Dominican Rep. - Mobile;LDIM;1,639000
1809953;Dominican Rep. - Mobile;LDIM;1,639000
1809956;Dominican Rep. - Mobile;LDIM;1,639000
1809958;Dominican Rep. - Mobile;LDIM;1,639000
1809961;Dominican Rep. - Mobile;LDIM;1,639000
1809962;Dominican Rep. - Mobile;LDIM;1,639000
1809978;Dominican Rep. - Mobile;LDIM;1,639000
1809979;Dominican Rep. - Mobile;LDIM;1,639000
1809980;Dominican Rep. - Mobile;LDIM;1,639000
1809981;Dominican Rep. - Mobile;LDIM;1,639000
1809997;Dominican Rep. - Mobile;LDIM;1,639000
1809998;Dominican Rep. - Mobile;LDIM;1,639000
1809999;Dominican Rep. - Mobile;LDIM;1,639000
1829201;Dominican Rep. - Mobile;LDIM;1,639000
1829262;Dominican Rep. - Mobile;LDIM;1,639000
1829263;Dominican Rep. - Mobile;LDIM;1,639000
1829264;Dominican Rep. - Mobile;LDIM;1,639000
1829265;Dominican Rep. - Mobile;LDIM;1,639000
1829266;Dominican Rep. - Mobile;LDIM;1,639000
1829286;Dominican Rep. - Mobile;LDIM;1,639000
1829287;Dominican Rep. - Mobile;LDIM;1,639000
1829288;Dominican Rep. - Mobile;LDIM;1,639000
1829289;Dominican Rep. - Mobile;LDIM;1,639000
1829321;Dominican Rep. - Mobile;LDIM;1,639000
1829322;Dominican Rep. - Mobile;LDIM;1,639000
1829323;Dominican Rep. - Mobile;LDIM;1,639000
1829328;Dominican Rep. - Mobile;LDIM;1,639000
1829372;Dominican Rep. - Mobile;LDIM;1,639000
1829373;Dominican Rep. - Mobile;LDIM;1,639000
1829375;Dominican Rep. - Mobile;LDIM;1,639000
1829376;Dominican Rep. - Mobile;LDIM;1,639000
1829394;Dominican Rep. - Mobile;LDIM;1,639000
1829395;Dominican Rep. - Mobile;LDIM;1,639000
1829396;Dominican Rep. - Mobile;LDIM;1,639000
1829397;Dominican Rep. - Mobile;LDIM;1,639000
1829398;Dominican Rep. - Mobile;LDIM;1,639000
1829413;Dominican Rep. - Mobile;LDIM;1,639000
1829414;Dominican Rep. - Mobile;LDIM;1,639000
1829415;Dominican Rep. - Mobile;LDIM;1,639000
1829416;Dominican Rep. - Mobile;LDIM;1,639000
1829443;Dominican Rep. - Mobile;LDIM;1,639000
1829444;Dominican Rep. - Mobile;LDIM;1,639000
1829445;Dominican Rep. - Mobile;LDIM;1,639000
1829446;Dominican Rep. - Mobile;LDIM;1,639000
1829471;Dominican Rep. - Mobile;LDIM;1,639000
1829472;Dominican Rep. - Mobile;LDIM;1,639000
1829473;Dominican Rep. - Mobile;LDIM;1,639000
1829474;Dominican Rep. - Mobile;LDIM;1,639000
1829543;Dominican Rep. - Mobile;LDIM;1,639000
1809203;Dominican Rep. - Mobile;LDIM;1,639000
1809205;Dominican Rep. - Mobile;LDIM;1,639000
1809213;Dominican Rep. - Mobile;LDIM;1,639000
1809215;Dominican Rep. - Mobile;LDIM;1,639000
1809222;Dominican Rep. - Mobile;LDIM;1,639000
1809224;Dominican Rep. - Mobile;LDIM;1,639000
1809248;Dominican Rep. - Mobile;LDIM;1,639000
1809250;Dominican Rep. - Mobile;LDIM;1,639000
1809257;Dominican Rep. - Mobile;LDIM;1,639000
1809259;Dominican Rep. - Mobile;LDIM;1,639000
1809268;Dominican Rep. - Mobile;LDIM;1,639000
1809270;Dominican Rep. - Mobile;LDIM;1,639000
1809284;Dominican Rep. - Mobile;LDIM;1,639000
1809293;Dominican Rep. - Mobile;LDIM;1,639000
1809304;Dominican Rep. - Mobile;LDIM;1,639000
1809306;Dominican Rep. - Mobile;LDIM;1,639000
1809312;Dominican Rep. - Mobile;LDIM;1,639000
1809314;Dominican Rep. - Mobile;LDIM;1,639000
1809322;Dominican Rep. - Mobile;LDIM;1,639000
1809324;Dominican Rep. - Mobile;LDIM;1,639000
1809342;Dominican Rep. - Mobile;LDIM;1,639000
1809344;Dominican Rep. - Mobile;LDIM;1,639000
1809355;Dominican Rep. - Mobile;LDIM;1,639000
1809357;Dominican Rep. - Mobile;LDIM;1,639000
1809374;Dominican Rep. - Mobile;LDIM;1,639000
1809377;Dominican Rep. - Mobile;LDIM;1,639000
1809393;Dominican Rep. - Mobile;LDIM;1,639000
1809395;Dominican Rep. - Mobile;LDIM;1,639000
1809414;Dominican Rep. - Mobile;LDIM;1,639000
1809416;Dominican Rep. - Mobile;LDIM;1,639000
1809418;Dominican Rep. - Mobile;LDIM;1,639000
1809424;Dominican Rep. - Mobile;LDIM;1,639000
1809426;Dominican Rep. - Mobile;LDIM;1,639000
1809436;Dominican Rep. - Mobile;LDIM;1,639000
1809438;Dominican Rep. - Mobile;LDIM;1,639000
1809442;Dominican Rep. - Mobile;LDIM;1,639000
1809444;Dominican Rep. - Mobile;LDIM;1,639000
1809446;Dominican Rep. - Mobile;LDIM;1,639000
1809452;Dominican Rep. - Mobile;LDIM;1,639000
1809454;Dominican Rep. - Mobile;LDIM;1,639000
1809462;Dominican Rep. - Mobile;LDIM;1,639000
1809464;Dominican Rep. - Mobile;LDIM;1,639000
1809478;Dominican Rep. - Mobile;LDIM;1,639000
1809481;Dominican Rep. - Mobile;LDIM;1,639000
1809485;Dominican Rep. - Mobile;LDIM;1,639000
1809490;Dominican Rep. - Mobile;LDIM;1,639000
1809492;Dominican Rep. - Mobile;LDIM;1,639000
1809499;Dominican Rep. - Mobile;LDIM;1,639000
1809502;Dominican Rep. - Mobile;LDIM;1,639000
1809510;Dominican Rep. - Mobile;LDIM;1,639000
1809513;Dominican Rep. - Mobile;LDIM;1,639000
1809520;Dominican Rep. - Mobile;LDIM;1,639000
1809543;Dominican Rep. - Mobile;LDIM;1,639000
1809604;Dominican Rep. - Mobile;LDIM;1,639000
1809606;Dominican Rep. - Mobile;LDIM;1,639000
1809615;Dominican Rep. - Mobile;LDIM;1,639000
1809617;Dominican Rep. - Mobile;LDIM;1,639000
1809628;Dominican Rep. - Mobile;LDIM;1,639000
1809630;Dominican Rep. - Mobile;LDIM;1,639000
1809639;Dominican Rep. - Mobile;LDIM;1,639000
1809640;Dominican Rep. - Mobile;LDIM;1,639000
1809647;Dominican Rep. - Mobile;LDIM;1,639000
1809649;Dominican Rep. - Mobile;LDIM;1,639000
1809654;Dominican Rep. - Mobile;LDIM;1,639000
1809657;Dominican Rep. - Mobile;LDIM;1,639000
1809673;Dominican Rep. - Mobile;LDIM;1,639000
1809675;Dominican Rep. - Mobile;LDIM;1,639000
1809697;Dominican Rep. - Mobile;LDIM;1,639000
1809702;Dominican Rep. - Mobile;LDIM;1,639000
1809707;Dominican Rep. - Mobile;LDIM;1,639000
1809709;Dominican Rep. - Mobile;LDIM;1,639000
1809721;Dominican Rep. - Mobile;LDIM;1,639000
1809723;Dominican Rep. - Mobile;LDIM;1,639000
1809750;Dominican Rep. - Mobile;LDIM;1,639000
1809752;Dominican Rep. - Mobile;LDIM;1,639000
1809758;Dominican Rep. - Mobile;LDIM;1,639000
1809760;Dominican Rep. - Mobile;LDIM;1,639000
1809768;Dominican Rep. - Mobile;LDIM;1,639000
1809771;Dominican Rep. - Mobile;LDIM;1,639000
1809778;Dominican Rep. - Mobile;LDIM;1,639000
1809780;Dominican Rep. - Mobile;LDIM;1,639000
1809170;Dominican Rep. - Mobile;LDIM;1,639000
1809216;Dominican Rep. - Mobile;LDIM;1,639000
1809217;Dominican Rep. - Mobile;LDIM;1,639000
1809218;Dominican Rep. - Mobile;LDIM;1,639000
1809219;Dominican Rep. - Mobile;LDIM;1,639000
1809252;Dominican Rep. - Mobile;LDIM;1,639000
1809253;Dominican Rep. - Mobile;LDIM;1,639000
1809254;Dominican Rep. - Mobile;LDIM;1,639000
1809255;Dominican Rep. - Mobile;LDIM;1,639000
1809272;Dominican Rep. - Mobile;LDIM;1,639000
1809280;Dominican Rep. - Mobile;LDIM;1,639000
1809281;Dominican Rep. - Mobile;LDIM;1,639000
1809282;Dominican Rep. - Mobile;LDIM;1,639000
1809307;Dominican Rep. - Mobile;LDIM;1,639000
1809308;Dominican Rep. - Mobile;LDIM;1,639000
1809309;Dominican Rep. - Mobile;LDIM;1,639000
1809310;Dominican Rep. - Mobile;LDIM;1,639000
1809326;Dominican Rep. - Mobile;LDIM;1,639000
1809327;Dominican Rep. - Mobile;LDIM;1,639000
1809330;Dominican Rep. - Mobile;LDIM;1,639000
1809340;Dominican Rep. - Mobile;LDIM;1,639000
1809360;Dominican Rep. - Mobile;LDIM;1,639000
1809361;Dominican Rep. - Mobile;LDIM;1,639000
1809366;Dominican Rep. - Mobile;LDIM;1,639000
1809370;Dominican Rep. - Mobile;LDIM;1,639000
1809371;Dominican Rep. - Mobile;LDIM;1,639000
1809396;Dominican Rep. - Mobile;LDIM;1,639000
1809399;Dominican Rep. - Mobile;LDIM;1,639000
1809410;Dominican Rep. - Mobile;LDIM;1,639000
1809413;Dominican Rep. - Mobile;LDIM;1,639000
1809428;Dominican Rep. - Mobile;LDIM;1,639000
1809429;Dominican Rep. - Mobile;LDIM;1,639000
1809430;Dominican Rep. - Mobile;LDIM;1,639000
1809431;Dominican Rep. - Mobile;LDIM;1,639000
1809447;Dominican Rep. - Mobile;LDIM;1,639000
1809448;Dominican Rep. - Mobile;LDIM;1,639000
1809449;Dominican Rep. - Mobile;LDIM;1,639000
1809451;Dominican Rep. - Mobile;LDIM;1,639000
1809465;Dominican Rep. - Mobile;LDIM;1,639000
1809467;Dominican Rep. - Mobile;LDIM;1,639000
1809474;Dominican Rep. - Mobile;LDIM;1,639000
1809477;Dominican Rep. - Mobile;LDIM;1,639000
1809494;Dominican Rep. - Mobile;LDIM;1,639000
1809495;Dominican Rep. - Mobile;LDIM;1,639000
1809496;Dominican Rep. - Mobile;LDIM;1,639000
1809497;Dominican Rep. - Mobile;LDIM;1,639000
1809514;Dominican Rep. - Mobile;LDIM;1,639000
1809516;Dominican Rep. - Mobile;LDIM;1,639000
1809517;Dominican Rep. - Mobile;LDIM;1,639000
1809519;Dominican Rep. - Mobile;LDIM;1,639000
1809607;Dominican Rep. - Mobile;LDIM;1,639000
1809608;Dominican Rep. - Mobile;LDIM;1,639000
1809609;Dominican Rep. - Mobile;LDIM;1,639000
1809610;Dominican Rep. - Mobile;LDIM;1,639000
1809613;Dominican Rep. - Mobile;LDIM;1,639000
1809632;Dominican Rep. - Mobile;LDIM;1,639000
1809634;Dominican Rep. - Mobile;LDIM;1,639000
1809635;Dominican Rep. - Mobile;LDIM;1,639000
1809637;Dominican Rep. - Mobile;LDIM;1,639000
1809650;Dominican Rep. - Mobile;LDIM;1,639000
1809651;Dominican Rep. - Mobile;LDIM;1,639000
1809652;Dominican Rep. - Mobile;LDIM;1,639000
1809653;Dominican Rep. - Mobile;LDIM;1,639000
1809677;Dominican Rep. - Mobile;LDIM;1,639000
1809678;Dominican Rep. - Mobile;LDIM;1,639000
1809693;Dominican Rep. - Mobile;LDIM;1,639000
1809694;Dominican Rep. - Mobile;LDIM;1,639000
1809711;Dominican Rep. - Mobile;LDIM;1,639000
1809712;Dominican Rep. - Mobile;LDIM;1,639000
1809713;Dominican Rep. - Mobile;LDIM;1,639000
1809714;Dominican Rep. - Mobile;LDIM;1,639000
1809753;Dominican Rep. - Mobile;LDIM;1,639000
1809754;Dominican Rep. - Mobile;LDIM;1,639000
1809756;Dominican Rep. - Mobile;LDIM;1,639000
1809757;Dominican Rep. - Mobile;LDIM;1,639000
1809773;Dominican Rep. - Mobile;LDIM;1,639000
1809774;Dominican Rep. - Mobile;LDIM;1,639000
1809775;Dominican Rep. - Mobile;LDIM;1,639000
1809776;Dominican Rep. - Mobile;LDIM;1,639000
1809791;Dominican Rep. - Mobile;LDIM;1,639000
1809796;Dominican Rep. - Mobile;LDIM;1,639000
1809798;Dominican Rep. - Mobile;LDIM;1,639000
1809801;Dominican Rep. - Mobile;LDIM;1,639000
1809802;Dominican Rep. - Mobile;LDIM;1,639000
1809201;Dominican Rep. - Mobile;LDIM;1,639000
1809204;Dominican Rep. - Mobile;LDIM;1,639000
1809206;Dominican Rep. - Mobile;LDIM;1,639000
1809212;Dominican Rep. - Mobile;LDIM;1,639000
1809214;Dominican Rep. - Mobile;LDIM;1,639000
1809223;Dominican Rep. - Mobile;LDIM;1,639000
1809225;Dominican Rep. - Mobile;LDIM;1,639000
1809235;Dominican Rep. - Mobile;LDIM;1,639000
1809249;Dominican Rep. - Mobile;LDIM;1,639000
1809251;Dominican Rep. - Mobile;LDIM;1,639000
1809256;Dominican Rep. - Mobile;LDIM;1,639000
1809258;Dominican Rep. - Mobile;LDIM;1,639000
1809269;Dominican Rep. - Mobile;LDIM;1,639000
1809271;Dominican Rep. - Mobile;LDIM;1,639000
1809283;Dominican Rep. - Mobile;LDIM;1,639000
1809292;Dominican Rep. - Mobile;LDIM;1,639000
1809297;Dominican Rep. - Mobile;LDIM;1,639000
1809303;Dominican Rep. - Mobile;LDIM;1,639000
1809305;Dominican Rep. - Mobile;LDIM;1,639000
1809313;Dominican Rep. - Mobile;LDIM;1,639000
1809315;Dominican Rep. - Mobile;LDIM;1,639000
1809323;Dominican Rep. - Mobile;LDIM;1,639000
1809325;Dominican Rep. - Mobile;LDIM;1,639000
1809341;Dominican Rep. - Mobile;LDIM;1,639000
1809343;Dominican Rep. - Mobile;LDIM;1,639000
1809356;Dominican Rep. - Mobile;LDIM;1,639000
1809358;Dominican Rep. - Mobile;LDIM;1,639000
1809376;Dominican Rep. - Mobile;LDIM;1,639000
1809383;Dominican Rep. - Mobile;LDIM;1,639000
1809392;Dominican Rep. - Mobile;LDIM;1,639000
1809394;Dominican Rep. - Mobile;LDIM;1,639000
1809415;Dominican Rep. - Mobile;LDIM;1,639000
1809417;Dominican Rep. - Mobile;LDIM;1,639000
1809425;Dominican Rep. - Mobile;LDIM;1,639000
1809427;Dominican Rep. - Mobile;LDIM;1,639000
1809432;Dominican Rep. - Mobile;LDIM;1,639000
1809437;Dominican Rep. - Mobile;LDIM;1,639000
1809443;Dominican Rep. - Mobile;LDIM;1,639000
1809445;Dominican Rep. - Mobile;LDIM;1,639000
1809453;Dominican Rep. - Mobile;LDIM;1,639000
1809456;Dominican Rep. - Mobile;LDIM;1,639000
1809461;Dominican Rep. - Mobile;LDIM;1,639000
1809463;Dominican Rep. - Mobile;LDIM;1,639000
1809479;Dominican Rep. - Mobile;LDIM;1,639000
1809484;Dominican Rep. - Mobile;LDIM;1,639000
1809491;Dominican Rep. - Mobile;LDIM;1,639000
1809493;Dominican Rep. - Mobile;LDIM;1,639000
1809498;Dominican Rep. - Mobile;LDIM;1,639000
1809501;Dominican Rep. - Mobile;LDIM;1,639000
1809509;Dominican Rep. - Mobile;LDIM;1,639000
1809512;Dominican Rep. - Mobile;LDIM;1,639000
1809542;Dominican Rep. - Mobile;LDIM;1,639000
1809544;Dominican Rep. - Mobile;LDIM;1,639000
1809603;Dominican Rep. - Mobile;LDIM;1,639000
1809605;Dominican Rep. - Mobile;LDIM;1,639000
1809614;Dominican Rep. - Mobile;LDIM;1,639000
1809616;Dominican Rep. - Mobile;LDIM;1,639000
1809629;Dominican Rep. - Mobile;LDIM;1,639000
1809631;Dominican Rep. - Mobile;LDIM;1,639000
1809638;Dominican Rep. - Mobile;LDIM;1,639000
180964;Dominican Rep. - Mobile;LDIM;1,639000
1809641;Dominican Rep. - Mobile;LDIM;1,639000
1809646;Dominican Rep. - Mobile;LDIM;1,639000
1809648;Dominican Rep. - Mobile;LDIM;1,639000
1809656;Dominican Rep. - Mobile;LDIM;1,639000
1809658;Dominican Rep. - Mobile;LDIM;1,639000
1809672;Dominican Rep. - Mobile;LDIM;1,639000
1809674;Dominican Rep. - Mobile;LDIM;1,639000
1809676;Dominican Rep. - Mobile;LDIM;1,639000
1809696;Dominican Rep. - Mobile;LDIM;1,639000
1809698;Dominican Rep. - Mobile;LDIM;1,639000
1809708;Dominican Rep. - Mobile;LDIM;1,639000
1809710;Dominican Rep. - Mobile;LDIM;1,639000
1809720;Dominican Rep. - Mobile;LDIM;1,639000
1809722;Dominican Rep. - Mobile;LDIM;1,639000
1809727;Dominican Rep. - Mobile;LDIM;1,639000
1809749;Dominican Rep. - Mobile;LDIM;1,639000
1809751;Dominican Rep. - Mobile;LDIM;1,639000
1809759;Dominican Rep. - Mobile;LDIM;1,639000
1809761;Dominican Rep. - Mobile;LDIM;1,639000
1809769;Dominican Rep. - Mobile;LDIM;1,639000
1809772;Dominican Rep. - Mobile;LDIM;1,639000
1809777;Dominican Rep. - Mobile;LDIM;1,639000
1809779;Dominican Rep. - Mobile;LDIM;1,639000
1809787;Dominican Rep. - Mobile;LDIM;1,639000
1809790;Dominican Rep. - Mobile;LDIM;1,639000
1809804;Dominican Rep. - Mobile;LDIM;1,639000
1809827;Dominican Rep. - Mobile;LDIM;1,639000
1809828;Dominican Rep. - Mobile;LDIM;1,639000
1809829;Dominican Rep. - Mobile;LDIM;1,639000
1809834;Dominican Rep. - Mobile;LDIM;1,639000
1809858;Dominican Rep. - Mobile;LDIM;1,639000
180986;Dominican Rep. - Mobile;LDIM;1,639000
1809871;Dominican Rep. - Mobile;LDIM;1,639000
1809873;Dominican Rep. - Mobile;LDIM;1,639000
1809887;Dominican Rep. - Mobile;LDIM;1,639000
1809888;Dominican Rep. - Mobile;LDIM;1,639000
1809889;Dominican Rep. - Mobile;LDIM;1,639000
1809890;Dominican Rep. - Mobile;LDIM;1,639000
1809913;Dominican Rep. - Mobile;LDIM;1,639000
1809914;Dominican Rep. - Mobile;LDIM;1,639000
1809915;Dominican Rep. - Mobile;LDIM;1,639000
1809916;Dominican Rep. - Mobile;LDIM;1,639000
